Ending Weight Token,Ending Weight USD,Sale Rate, Total Proceeds ,Unsold Tokens,Average Price,Min Price
0.04,0.96,0.52," $1,150,619.86 ",24000000,0.04425461,0.002570392
0.04,0.96,0.53," $1,196,490.92 ",23500000,0.045150601,0.002708103
0.04,0.96,0.54," $1,243,936.97 ",23000000,0.04607174,0.002854715
0.04,0.96,0.55," $1,293,022.03 ",22500000,0.047018983,0.003010943
0.04,0.96,0.56," $1,343,813.46 ",22000000,0.047993338,0.003177572
0.04,0.96,0.57," $1,396,382.15 ",21500000,0.048995865,0.003355468
0.04,0.96,0.58," $1,450,802.81 ",21000000,0.050027683,0.003545589
0.04,0.96,0.59," $1,507,154.19 ",20500000,0.051089973,0.003748991
0.04,0.96,0.6," $1,565,519.45 ",20000000,0.052183982,0.003966848
0.04,0.96,0.61," $1,625,986.39 ",19500000,0.053311029,0.004200464
0.04,0.96,0.62," $1,688,647.92 ",19000000,0.054472514,0.004451292
0.04,0.96,0.63," $1,753,602.37 ",18500000,0.055669917,0.004720952
