Ending Weight Token,Ending Weight USD,Sale Rate,Total Proceeds,Unsold Tokens,Average Price,Min Price
0.03,0.97,0.79,5643711.476,10500000,0.142878772,0.017873317
0.03,0.97,0.8,2041145.189,10000000,0.05102863,0.007392235
0.03,0.97,0.81,1953650.262,9500000,0.048238278,0.007490695
0.03,0.97,0.82,3259206.771,9000000,0.079492848,0.012487716
0.03,0.97,0.83,2217987.337,8500000,0.053445478,0.009354521
0.03,0.97,0.84,3357912.899,8000000,0.079950307,0.014439322
0.03,0.97,0.85,2117725.869,7500000,0.049828844,0.010180471
0.03,0.97,0.86,2133033.008,7000000,0.049605419,0.010977246
0.03,0.97,0.87,2295166.662,6500000,0.052762452,0.012610142
0.03,0.97,0.88,5927259.527,6000000,0.134710444,0.032782534
0.03,0.97,0.89,6068007.639,5500000,0.136359722,0.036573933
0.03,0.97,0.9,7579157.828,5000000,0.16842573,0.049783032
0.03,0.97,0.91,4224049.233,4500000,0.092836247,0.031764073
0.03,0.97,0.92,3154735.477,4000000,0.068581206,0.027292197
0.03,0.97,0.93,2891276.149,3500000,0.062177982,0.028817756
0.03,0.97,0.94,2736395.484,3000000,0.058221181,0.031996891
0.03,0.97,0.95,5388835.927,2500000,0.113449177,0.071962096
0.03,0.97,0.96,3613145.952,2000000,0.075273874,0.0619072
0.03,0.97,0.97,4272847.118,1500000,0.088099941,0.096541819
0.03,0.97,0.98,4093735.168,1000000,0.083545616,0.139381584
0.03,0.97,0.99,3962740.689,500000,0.080055367,0.271867703
0.04,0.96,0.01,8837.499007,49500000,0.017674998,0.000265298
0.04,0.96,0.02,15557.502,49000000,0.015557502,0.000273836
0.04,0.96,0.03,36324.21165,48500000,0.024216141,0.000294867
0.04,0.96,0.04,27810.43792,48000000,0.013905219,0.000290396
0.04,0.96,0.05,57873.92825,47500000,0.023149571,0.000320366
0.04,0.96,0.06,57510.71048,47000000,0.019170237,0.000323446
0.04,0.96,0.07,86262.95047,46500000,0.024646557,0.000353217
0.04,0.96,0.08,55450.65404,46000000,0.013862664,0.000328574
0.04,0.96,0.09,124734.4635,45500000,0.02771877,0.000396934
0.04,0.96,0.1,125818.6377,45000000,0.025163728,0.00040237
0.04,0.96,0.11,90857.95675,44500000,0.016519629,0.000373484
0.04,0.96,0.12,140727.5481,44000000,0.023454591,0.000425924
0.04,0.96,0.13,92333.57183,43500000,0.014205165,0.000383514
0.04,0.96,0.14,171258.8422,43000000,0.024465549,0.000466022
0.04,0.96,0.15,248586.0799,42500000,0.033144811,0.000548873
0.04,0.96,0.16,148454.942,42000000,0.018556868,0.000454032
0.04,0.96,0.17,174892.1417,41500000,0.020575546,0.000486591
0.04,0.96,0.18,113893.8033,41000000,0.012654867,0.000429262
0.04,0.96,0.19,342242.7377,40500000,0.036025551,0.000674315
0.04,0.96,0.2,209154.3645,40000000,0.020915436,0.000541263
0.04,0.96,0.21,292841.6679,39500000,0.027889683,0.000638207
0.04,0.96,0.22,215599.9282,39000000,0.019599993,0.000562172
0.04,0.96,0.23,312369.1982,38500000,0.027162539,0.000676354
